#OTU ID	SRR2668386	SRR2666966	SRR2666951	SRR2666430	SRR2666998	SRR2666992	SRR2666999	SRR2667424	SRR2666957	SRR2666996	SRR2668685	SRR2666955	SRR2666952	SRR2666949	SRR2667002	SRR2666948	SRR2666944	SRR2666429	SRR2666950	SRR2668394	SRR2666993	SRR2666962	SRR2668385	SRR2666431	SRR2666900	SRR2666954	SRR2666960	SRR2666943	SRR2668706	SRR2668785	SRR2668789	SRR2668681	SRR2668790	SRR2668794	SRR2666995	SRR2666428	SRR2668389	SRR2666989	SRR2666946	SRR2668393	SRR2668388	SRR2668683	SRR2668384	SRR2668686	SRR2667003	SRR2668783	SRR2668788	SRR2668787	SRR2668807	SRR2667186	SRR2667427	SRR2668392	SRR2666953	SRR2668391	SRR2668784	SRR2667423	SRR2667123	SRR2667060	SRR2668792	SRR2666963	SRR2668811	SRR2668782	SRR2668791	SRR2668812	SRR2668682	SRR2666965	SRR2667421	SRR2666945	SRR2667425	SRR2668684	SRR2668813	SRR2668786	SRR2667426	SRR2667422	SRR2667428	SRR2667004	SRR2668383	SRR2668395	SRR2668390	SRR2666959	SRR2668396	SRR2667000	SRR2666991	SRR2668387
JQ248106.1.1504	25.0	2.0	4.0	0.0	1.0	7.0	4.0	0.0	3.0	6.0	1.0	3.0	1.0	3.0	3.0	5.0	23.0	0.0	2.0	1.0	2.0	4.0	41.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	2.0	3.0	2.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DQ798774.1.1391	0.0	0.0	2.0	8.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	3.0	0.0	15.0	94.0	0.0	0.0	26.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	14.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GQ133314.1.1390	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	1.0	3.0	4.0	0.0	0.0	0.0	0.0	83.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GQ077026.1.1351	6.0	6.0	3.0	84.0	0.0	1.0	2.0	4.0	0.0	11.0	2.0	3.0	5.0	0.0	7.0	2.0	6.0	3.0	5.0	0.0	15.0	11.0	1.0	84.0	460.0	0.0	6.0	326.0	6.0	20.0	19.0	4.0	0.0	8.0	6.0	65.0	0.0	1.0	20.0	0.0	0.0	8.0	7.0	4.0	2.0	8.0	2.0	4.0	3.0	3.0	23.0	1.0	4.0	3.0	3.0	2.0	6.0	2.0	5.0	11.0	12.0	3.0	2.0	4.0	4.0	27.0	3.0	2.0	5.0	6.0	3.0	3.0	0.0	1.0	3.0	4.0	4.0	4.0	1.0	2.0	0.0	0.0	0.0	0.0
DQ071452.1.1471	0.0	0.0	0.0	143.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	226.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0
FN563300.1.1447	37.0	118.0	210.0	106.0	99.0	19.0	159.0	22.0	103.0	336.0	18.0	54.0	125.0	121.0	128.0	156.0	29.0	12.0	136.0	12.0	26.0	112.0	151.0	129.0	429.0	8.0	62.0	378.0	12.0	90.0	23.0	15.0	0.0	30.0	106.0	132.0	64.0	12.0	30.0	4.0	192.0	40.0	6.0	12.0	29.0	43.0	42.0	61.0	16.0	10.0	19.0	12.0	47.0	122.0	28.0	21.0	9.0	7.0	42.0	69.0	42.0	32.0	27.0	20.0	36.0	49.0	22.0	7.0	7.0	26.0	17.0	30.0	2.0	44.0	1.0	6.0	2.0	7.0	11.0	53.0	2.0	34.0	43.0	12.0
DQ456362.1.1442	0.0	1.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	9.0	0.0	0.0	15.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	1.0	23.0	3.0	0.0	0.0	3.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	7.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
DQ793703.1.1292	189.0	24.0	35.0	19.0	165.0	5.0	29.0	23.0	318.0	69.0	27.0	45.0	29.0	29.0	69.0	36.0	67.0	3.0	36.0	5.0	26.0	38.0	47.0	78.0	15.0	19.0	31.0	1.0	20.0	91.0	36.0	14.0	3.0	33.0	94.0	7.0	25.0	6.0	11.0	12.0	49.0	25.0	2.0	14.0	26.0	33.0	35.0	53.0	10.0	0.0	2.0	2.0	29.0	116.0	24.0	8.0	0.0	19.0	21.0	10.0	48.0	14.0	11.0	10.0	31.0	53.0	2.0	7.0	1.0	26.0	9.0	33.0	0.0	13.0	7.0	1.0	0.0	2.0	1.0	1.0	0.0	8.0	5.0	0.0
AY590176.1.1372	0.0	13.0	0.0	0.0	5.0	2.0	2.0	0.0	9.0	0.0	2.0	0.0	1.0	2.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	4.0	0.0	0.0	1.0	9.0	0.0	0.0	5.0	5.0	0.0	0.0	3.0	5.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0
JN559616.1.1500	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	175.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
HK555636.2.1357	0.0	0.0	0.0	6.0	1.0	4.0	0.0	13.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	1.0	0.0	22.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
EF096562.1.1394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	17.0	19.0	3.0	4.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	11.0	0.0	9.0	11.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	6.0	0.0	16.0	4.0	4.0	2.0	6.0	0.0	0.0	0.0	0.0	7.0	3.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GQ448326.1.1372	0.0	2.0	122.0	12.0	28.0	1.0	4.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	2.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	4.0	0.0	5.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EU456873.1.1388	0.0	4.0	12.0	0.0	5.0	0.0	5.0	0.0	2.0	1.0	1.0	5.0	2.0	18.0	0.0	4.0	0.0	0.0	7.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	6.0	7.0	1.0	3.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HK556139.3.1368	2.0	63.0	0.0	0.0	1.0	3.0	7.0	31.0	0.0	12.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	7.0	0.0	0.0	5.0	9.0	0.0	2.0	2.0	7.0	6.0	0.0	1.0	23.0	1.0	0.0	2.0	1.0	0.0	2.0	3.0	26.0	1.0	0.0	4.0	1.0	5.0	6.0	4.0	2.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	9.0	0.0	2.0	0.0	0.0	1.0	3.0	5.0	4.0	10.0	1.0	3.0	0.0	0.0	1.0	0.0	0.0	3.0
KF842949.1.1443	0.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	10.0	0.0	0.0	1.0	0.0	46.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	5.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	1.0	3.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
AY721628.1.1491	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	76.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	9.0	0.0	0.0	17.0	0.0	2.0	3.0	1.0	0.0	4.0	0.0	25.0	0.0	20.0	10.0	0.0	0.0	59.0	1.0	9.0	0.0	1448.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	1.0	0.0	0.0	0.0	0.0	29.0	6.0	7.0	87.0	110.0	0.0	0.0	58.0	0.0	4.0	4.0	57.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	15.0	0.0
EF400763.1.1520	6.0	2.0	0.0	0.0	0.0	4.0	7.0	2.0	3.0	5.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	16.0	6.0	0.0	40.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	6.0	0.0	0.0	1.0	67.0	0.0	65.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	10.0	0.0	0.0	74.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	11.0	1.0	1.0	4.0	0.0	0.0	0.0	1.0	0.0	5.0
HQ681708.1.1456	0.0	2.0	1.0	0.0	1.0	0.0	0.0	9.0	0.0	1.0	26.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	1.0	1.0	1.0	8.0	0.0	1.0	0.0	0.0	0.0	27.0	100.0	34.0	17.0	9.0	70.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	40.0	0.0	10.0	0.0	47.0	45.0	41.0	32.0	1.0	1.0	0.0	0.0	0.0	30.0	0.0	4.0	1.0	43.0	0.0	92.0	27.0	10.0	18.0	15.0	0.0	2.0	0.0	0.0	30.0	17.0	33.0	2.0	0.0	0.0	4.0	0.0	5.0	0.0	0.0	0.0	0.0	2.0	2.0
HQ783242.1.1439	0.0	153.0	0.0	0.0	42.0	76.0	32.0	0.0	0.0	32.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	2.0	9.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	13.0	1.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	30.0	0.0	21.0	0.0	3.0	3.0	9.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	7.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	0.0	0.0	0.0	1.0	2.0	0.0	4.0
AF059190.1.1451	0.0	0.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	85.0	1.0	0.0	0.0	0.0	0.0	0.0	9.0	21.0	0.0	0.0	74.0	101.0	5.0	34.0	4.0	40.0	0.0	0.0	50.0	0.0	37.0	4.0	0.0	0.0	0.0	0.0	18.0	0.0	91.0	35.0	41.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	5.0	59.0	10.0	3.0	25.0	0.0	0.0	1.0	0.0	13.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	102.0	0.0
EF095977.1.1389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	251.0	111.0	60.0	17.0	105.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.0	0.0	43.0	0.0	77.0	105.0	87.0	51.0	0.0	4.0	0.0	0.0	0.0	95.0	2.0	0.0	1.0	93.0	0.0	150.0	45.0	43.0	37.0	19.0	0.0	1.0	0.0	0.0	76.0	62.0	61.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
FJ951849.1.1476	3.0	9.0	11.0	0.0	125.0	1.0	74.0	0.0	119.0	6.0	0.0	1.0	8.0	9.0	9.0	25.0	1.0	0.0	0.0	3.0	21.0	0.0	23.0	0.0	0.0	1.0	8.0	0.0	0.0	6.0	0.0	0.0	0.0	1.0	1.0	1.0	3.0	10.0	3.0	0.0	43.0	1.0	0.0	0.0	4.0	1.0	0.0	2.0	0.0	0.0	0.0	8.0	0.0	2.0	0.0	13.0	2.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	3.0	37.0	0.0	0.0	0.0	2.0	1.0	2.0	0.0	1.0	0.0	4.0	0.0	3.0	0.0	0.0	6.0	17.0
HM829214.1.1354	7.0	89.0	7.0	0.0	95.0	2.0	8.0	0.0	7.0	2.0	2.0	4.0	13.0	21.0	1.0	60.0	1.0	0.0	5.0	1.0	0.0	5.0	0.0	0.0	1.0	7.0	18.0	0.0	1.0	11.0	4.0	1.0	1.0	4.0	0.0	1.0	0.0	0.0	0.0	1.0	4.0	11.0	0.0	3.0	1.0	4.0	6.0	7.0	0.0	1.0	0.0	0.0	0.0	1.0	11.0	2.0	0.0	0.0	1.0	60.0	5.0	1.0	0.0	2.0	1.0	29.0	2.0	5.0	0.0	1.0	1.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0
HM808653.1.1361	14.0	0.0	0.0	0.0	2.0	2.0	0.0	24.0	0.0	6.0	59.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	21.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	45.0	244.0	81.0	48.0	23.0	108.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	99.0	1.0	33.0	0.0	108.0	96.0	75.0	61.0	8.0	74.0	1.0	0.0	1.0	104.0	2.0	5.0	3.0	89.0	0.0	119.0	47.0	38.0	134.0	30.0	0.0	6.0	0.0	0.0	73.0	60.0	59.0	2.0	3.0	0.0	2.0	0.0	12.0	0.0	0.0	3.0	2.0	0.0	9.0
JQ208008.1.1350	0.0	107.0	11.0	2.0	7.0	1.0	2.0	1.0	0.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0	207.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	3.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
GQ451255.1.1487	0.0	0.0	105.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	13.0	0.0	129.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	7.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	19.0	0.0	3.0	1.0	0.0	0.0	1.0	5.0	0.0	2.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	2.0
HQ767210.1.1440	0.0	1.0	1.0	0.0	1.0	33.0	1.0	17.0	1.0	28.0	0.0	0.0	5.0	28.0	0.0	2.0	4.0	0.0	26.0	3.0	18.0	9.0	0.0	0.0	0.0	0.0	10.0	0.0	1.0	15.0	2.0	0.0	0.0	0.0	75.0	0.0	0.0	0.0	0.0	25.0	0.0	1.0	3.0	0.0	1.0	0.0	1.0	2.0	2.0	1.0	6.0	1.0	2.0	0.0	3.0	3.0	2.0	5.0	0.0	12.0	1.0	2.0	0.0	0.0	0.0	10.0	2.0	0.0	99.0	0.0	2.0	0.0	4.0	1.0	4.0	0.0	1.0	35.0	1.0	3.0	0.0	10.0	0.0	0.0
GQ133172.1.1373	0.0	17.0	38.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	34.0	45.0	3.0	19.0	1.0	0.0	3.0	0.0	1.0	4.0	0.0	3.0	0.0	1.0	9.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0
HM123984.1.1496	1.0	2.0	3.0	0.0	6.0	5.0	6.0	0.0	2.0	2.0	0.0	20.0	3.0	4.0	2.0	1.0	2.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	4.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0
DQ815337.1.1434	0.0	0.0	0.0	0.0	6.0	3.0	0.0	72.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	5.0	0.0	0.0	0.0	0.0	15.0	1.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	5.0	5.0	1.0	13.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0
GQ448662.1.1394	26.0	25.0	47.0	0.0	3.0	0.0	5.0	11.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	56.0	6.0	0.0	0.0	11.0	0.0	0.0	36.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	32.0	5.0	0.0	6.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	41.0	0.0	3.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	19.0	0.0	0.0	1.0	1.0	5.0	2.0	0.0	0.0	10.0	3.0	0.0	0.0	0.0	0.0	7.0
GQ175425.1.1467	64.0	331.0	339.0	401.0	0.0	1.0	60.0	41.0	159.0	1.0	13.0	50.0	101.0	399.0	14.0	223.0	22.0	108.0	637.0	50.0	221.0	129.0	445.0	3.0	675.0	3.0	288.0	23.0	7.0	30.0	22.0	14.0	3.0	17.0	32.0	172.0	57.0	31.0	124.0	56.0	21.0	22.0	8.0	6.0	0.0	136.0	17.0	14.0	14.0	6.0	16.0	3.0	48.0	116.0	22.0	13.0	4.0	23.0	12.0	48.0	25.0	15.0	14.0	6.0	100.0	115.0	35.0	4.0	1.0	10.0	10.0	15.0	3.0	30.0	7.0	4.0	0.0	10.0	27.0	2.0	9.0	1.0	6.0	0.0
JQ084135.1.1486	4.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	5.0	0.0	2.0	15.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	13.0	1.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	1.0	1.0	0.0	15.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	2.0	0.0	1.0	3.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	1.0
GQ448706.1.1375	0.0	1.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	4.0	2.0	1.0	4.0	41.0	111.0	0.0	0.0	1.0	0.0	2.0	0.0	2.0	0.0	1.0	0.0	2.0	0.0	4.0	14.0	5.0	5.0	0.0	6.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	3.0	0.0	5.0	3.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	4.0	2.0	2.0	1.0	3.0	1.0	1.0	0.0	0.0	6.0	3.0	5.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
AY994043.1.1620	0.0	12.0	14.0	0.0	8.0	5.0	6.0	2.0	15.0	3.0	1.0	0.0	37.0	107.0	1.0	19.0	0.0	0.0	2.0	6.0	11.0	2.0	0.0	0.0	0.0	8.0	9.0	0.0	1.0	28.0	3.0	0.0	1.0	6.0	1.0	0.0	0.0	7.0	1.0	3.0	0.0	30.0	1.0	0.0	2.0	0.0	15.0	7.0	7.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	9.0	0.0	3.0	5.0	12.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	6.0	0.0
AB009229.1.1434	21.0	12.0	1.0	4.0	6.0	0.0	0.0	1.0	6.0	0.0	2.0	7.0	2.0	3.0	1.0	1.0	4.0	3.0	8.0	0.0	1.0	0.0	21.0	6.0	7.0	1.0	3.0	6.0	4.0	22.0	10.0	3.0	1.0	5.0	1.0	20.0	12.0	0.0	0.0	1.0	42.0	12.0	2.0	3.0	0.0	10.0	8.0	3.0	6.0	1.0	0.0	1.0	0.0	0.0	7.0	0.0	0.0	2.0	6.0	0.0	7.0	1.0	6.0	7.0	2.0	1.0	0.0	1.0	0.0	1.0	3.0	3.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	0.0	8.0	1.0
HM828206.1.1353	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	179.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	82.0	548.0	252.0	104.0	29.0	197.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	144.0	0.0	110.0	0.0	186.0	224.0	135.0	86.0	1.0	0.0	0.0	0.0	0.0	198.0	0.0	2.0	0.0	210.0	0.0	332.0	111.0	64.0	132.0	50.0	0.0	0.0	0.0	0.0	146.0	87.0	127.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	2.0
